WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
4,Hobart,Hobart International,1/12/23,WTA250,Outdoor,Hard,Quarterfinals,3,Blinkova A.,Putintseva Y.,72,51,809,995,6,3,6,4,,,2,0,Completed,2,1.8,2.15,1.79,2.16,1.86,2.02,1.78
4,Hobart,Hobart International,1/12/23,WTA250,Outdoor,Hard,Quarterfinals,3,Davis L.,Wang Xin.,84,89,734,698,6,3,6,3,,,2,0,Completed,1.57,2.38,1.64,2.42,1.64,2.6,1.56,2.4
4,Hobart,Hobart International,1/13/23,WTA250,Outdoor,Hard,Semifinals,3,Cocciaretto E.,Kenin S.,67,280,850,214,7,5,4,6,6,1,2,1,Completed,2.5,1.53,2.56,1.58,2.65,1.7,2.46,1.54
4,Hobart,Hobart International,1/13/23,WTA250,Outdoor,Hard,Semifinals,3,Davis L.,Blinkova A.,84,72,734,809,6,3,6,3,,,2,0,Completed,1.8,2,1.83,2.09,1.86,2.16,1.78,2.04
4,Hobart,Hobart International,1/14/23,WTA250,Outdoor,Hard,The Final,3,Davis L.,Cocciaretto E.,84,67,734,850,7,6,6,2,,,2,0,Completed,2,1.8,1.86,2.06,2,2.06,1.84,1.97
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Bucsa C.,Lys E.,100,126,611,507,2,6,6,0,6,2,2,1,Completed,1.8,2,1.99,1.89,2.01,2.05,1.92,1.89
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Shnaider D.,Kucova K.,106,272,593,227,7,6,7,5,,,2,0,Completed,1.25,4,1.25,4.35,1.29,4.5,1.23,4.15
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Collins D.,Kalinskaya A.,11,59,2388,948,7,5,5,7,6,4,2,1,Completed,1.4,3,1.44,2.98,1.44,3.1,1.41,2.95
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Pegula J.,Cristian J.,3,161,5000,388,6,0,6,1,,,2,0,Completed,1.06,10,1.06,12.42,1.07,12.54,1.06,9.87
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Gadecki O.,Kudermetova P.,199,182,326,353,7,5,6,1,,,2,0,Completed,2.5,1.53,2.49,1.6,2.6,1.6,2.5,1.53
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Kostyuk M.,Anisimova A.,61,27,915,1535,6,3,6,4,,,2,0,Completed,2,1.8,1.95,1.93,2.05,1.93,1.97,1.85
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Andreescu B.,Bouzkova M.,43,26,1121,1581,6,2,6,4,,,2,0,Completed,1.73,2.1,1.81,2.1,1.83,2.2,1.74,2.1
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Raducanu E.,Korpatsch T.,77,76,784,787,6,3,6,2,,,2,0,Completed,1.17,5,1.17,5.82,1.19,7,1.16,5.32
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Gauff C.,Siniakova K.,7,46,3762,1055,6,1,6,4,,,2,0,Completed,1.29,3.75,1.28,4.02,1.32,4.02,1.28,3.72
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Sakkari M.,Yuan Y.,6,117,3921,538,6,1,6,4,,,2,0,Completed,1.13,6,1.15,6.38,1.16,6.67,1.13,6.05
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Pera B.,Uchijima M.,41,116,1145,546,2,6,6,3,6,1,2,1,Completed,1.25,4,1.28,4.01,1.28,4.3,1.25,3.96
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Burel C.,Gibson T.,130,344,499,157,6,3,6,4,,,2,0,Completed,1.14,5.5,1.15,6.25,1.17,6.25,1.14,5.67
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Kvitova P.,Van Uytvanck A.,15,68,2221,846,7,6,6,2,,,2,0,Completed,1.25,4,1.23,4.59,1.3,4.75,1.23,4.15
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Muchova K.,Tsurenko L.,133,134,476,473,6,2,6,1,,,2,0,Completed,1.62,2.3,1.71,2.24,1.72,2.38,1.65,2.26
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Kalinina A.,Vandeweghe C.,39,139,1227,451,6,3,6,1,,,2,0,Completed,1.33,3.4,1.36,3.41,1.4,3.48,1.34,3.28
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Azarenka V.,Kenin S.,24,203,1598,323,6,4,7,6,,,2,0,Completed,1.44,2.75,1.48,2.83,1.48,3,1.44,2.82
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Ostapenko J.,Yastremska D.,17,101,2040,611,6,4,6,2,,,2,0,Completed,1.4,3,1.41,3.11,1.45,3.12,1.41,2.92
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Sasnovich A.,Fruhvirtova B.,38,136,1231,471,7,5,6,2,,,2,0,Completed,1.44,2.75,1.44,2.97,1.46,3.05,1.42,2.9
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Zheng Q.,Galfi D.,28,88,1534,715,6,0,6,2,,,2,0,Completed,1.13,6,1.11,7.71,1.15,7.71,1.11,6.7
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Bondar A.,Bogdan A.,81,63,756,910,6,2,2,6,6,3,2,1,Completed,3,1.4,3.17,1.4,3.17,1.41,3.02,1.39
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Krejcikova B.,Bejlek S.,23,175,1600,363,6,3,6,1,,,2,0,Completed,1.2,4.5,1.2,5.11,1.23,5.11,1.2,4.63
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Baindl K.,Rakhimova K.,95,110,638,585,7,5,6,7,6,1,2,1,Completed,1.91,1.91,1.89,2,1.95,2,1.88,1.93
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Osorio M.,Udvardy P.,84,89,744,695,6,4,6,1,,,2,0,Completed,1.4,3,1.41,3.1,1.45,3.1,1.41,2.94
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Mcnally C.,Pigossi L.,94,112,661,559,7,5,6,1,,,2,0,Completed,1.17,5,1.17,5.74,1.18,5.75,1.16,5.25
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Podoroska N.,Jeanjean L.,191,109,335,589,6,0,6,3,,,2,0,Completed,1.91,1.91,1.94,1.94,1.95,2.1,1.89,1.92
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Rybakina E.,Cocciaretto E.,25,48,1585,1015,7,5,6,3,,,2,0,Completed,1.36,3.2,1.34,3.41,1.36,3.55,1.34,3.28
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Teichmann J.,Dart H.,33,96,1429,637,7,5,6,1,,,2,0,Completed,1.5,2.63,1.53,2.66,1.55,2.7,1.51,2.6
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Zhu L.,Marino R.,87,67,724,859,6,2,6,4,,,2,0,Completed,2.2,1.67,2.23,1.72,2.3,1.72,2.22,1.67
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Juvan K.,Janicijevic S.,104,185,603,345,7,5,6,1,,,2,0,Completed,1.33,3.4,1.41,3.14,1.41,3.42,1.36,3.16
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Swiatek I.,Niemeier J.,1,69,11025,845,6,4,7,5,,,2,0,Completed,1.06,10,1.08,10.55,1.1,15.01,1.07,9.17
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Wang Xin.,Sanders S.,79,239,768,263,7,6,6,4,,,2,0,Completed,1.62,2.3,1.62,2.43,1.83,2.43,1.63,2.3
5,Melbourne,Australian Open,1/16/23,Grand Slam,Outdoor,Hard,1st Round,3,Keys M.,Blinkova A.,13,60,2318,922,6,4,3,6,6,2,2,1,Completed,1.22,4.33,1.23,4.67,1.25,4.67,1.22,4.27
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Rogers S.,Hartono A.,51,240,1002,263,6,4,6,3,,,2,0,Completed,1.14,5.5,1.16,5.89,1.16,6.5,1.15,5.58
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Schmiedlova A.,Trevisan M.,105,21,603,1672,6,3,6,2,,,2,0,Completed,1.91,1.91,2,1.89,2.1,1.91,1.95,1.86
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Alexandrova E.,Bonaventure Y.,18,90,1910,694,6,2,6,1,,,2,0,Completed,1.4,3,1.35,3.43,1.4,3.43,1.37,3.08
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Giorgi C.,Pavlyuchenkova A.,70,364,836,142,6,0,6,1,,,2,0,Completed,1.8,2,1.75,2.19,1.87,2.21,1.74,2.1
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Fernandez L.A.,Cornet A.,40,34,1198,1347,7,5,6,2,,,2,0,Completed,1.57,2.38,1.64,2.4,1.7,2.43,1.6,2.35
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Mertens E.,Muguruza G.,32,73,1449,824,3,6,7,6,6,1,2,1,Completed,2,1.8,2.05,1.85,2.15,1.85,2.06,1.78
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Birrell K.,Kanepi K.,167,29,374,1472,3,6,7,6,6,1,2,1,Completed,5.5,1.14,5.25,1.19,5.75,1.2,5.2,1.17
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Townsend T.,Parry D.,135,107,471,590,6,1,6,1,,,2,0,Completed,1.44,2.75,1.54,2.64,1.55,2.92,1.5,2.61
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Sabalenka A.,Martincova T.,5,74,4340,800,6,1,6,4,,,2,0,Completed,1.08,8,1.09,9.06,1.11,9.06,1.09,7.59
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Fruhvirtova L.,Fourlis J.,82,160,746,389,6,0,6,4,,,2,0,Completed,1.25,4,1.31,3.79,1.31,4.21,1.27,3.77
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Garcia C.,Sebov K.,4,190,4415,338,6,3,6,0,,,2,0,Completed,1.11,6.5,1.15,6.48,1.16,7,1.12,6.23
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Volynets K.,Rodina E.,113,445,556,101,6,3,6,2,,,2,0,Completed,1.36,3.2,1.36,3.4,1.39,3.5,1.35,3.24
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Kontaveit A.,Grabher J.,19,85,1909,744,6,2,6,3,,,2,0,Completed,1.08,8,1.09,9.3,1.09,9.5,1.08,8.07
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Pliskova Ka.,Wang Xiy.,31,53,1450,993,6,1,6,3,,,2,0,Completed,1.29,3.75,1.31,3.76,1.31,3.9,1.29,3.64
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Kudermetova V.,Zanevska M.,9,80,2800,762,6,2,7,6,,,2,0,Completed,1.17,5,1.18,5.53,1.19,5.72,1.17,5.1
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Martic P.,Golubic V.,37,83,1237,744,6,3,6,4,,,2,0,Completed,1.73,2.1,1.77,2.15,1.78,2.2,1.73,2.12
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Samsonova L.,Paolini J.,20,66,1905,867,6,2,6,4,,,2,0,Completed,1.14,5.5,1.19,5.27,1.19,5.6,1.17,5.17
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Putintseva Y.,Cirstea S.,47,42,1054,1136,2,6,6,4,6,3,2,1,Completed,2.1,1.73,2.1,1.81,2.21,1.83,2.1,1.74
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Jabeur O.,Zidansek T.,2,98,5140,617,7,6,4,6,6,1,2,1,Completed,1.1,7,1.12,7.6,1.13,7.6,1.11,6.84
5,Melbourne,Australian Open,1/17/23,Grand Slam,Outdoor,Hard,1st Round,3,Bencic B.,Tomova V.,10,91,2735,682,6,1,6,2,,,2,0,Completed,1.05,11,1.05,14.58,1.05,14.58,1.04,11.56
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,3,Stefanini L.,Maria T.,141,71,447,834,3,6,7,5,6,4,2,1,Completed,2.3,1.62,2.54,1.56,2.6,1.66,2.42,1.57
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,3,Vekic D.,Selekhmeteva O.,64,179,906,356,6,2,2,6,7,6,2,1,Completed,1.29,3.75,1.32,3.69,1.32,3.8,1.3,3.59
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,3,Begu I.,Mandlik E.,30,129,1472,500,3,6,7,6,6,2,2,1,Completed,1.22,4.33,1.21,4.9,1.23,4.9,1.21,4.4
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,3,Siegemund L.,Bronzetti L.,158,52,397,996,2,6,6,4,6,3,2,1,Completed,2,1.8,2.16,1.75,2.17,1.85,2.07,1.76
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,3,Davis L.,Kovinic D.,57,55,954,966,1,6,7,5,6,1,2,1,Completed,1.44,2.75,1.42,3.07,1.44,3.25,1.39,3.01
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,3,Potapova A.,Stephens S.,44,36,1079,1244,7,6,6,4,,,2,0,Completed,2,1.8,2.09,1.82,2.15,1.82,2.03,1.8
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,3,Linette M.,Sherif M.,45,54,1060,991,7,5,6,1,,,2,0,Completed,1.22,4.33,1.24,4.42,1.25,4.8,1.22,4.28
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,3,Vondrousova M.,Riske-Amritraj A.,86,49,732,1013,5,7,6,1,6,4,2,1,Completed,1.2,4.5,1.22,4.85,1.27,4.85,1.21,4.42
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,3,Zhang S.,Tig P.M.,22,777,1600,29,6,1,4,6,6,0,2,1,Completed,1.08,8,1.1,7.97,1.11,8.81,1.09,7.52
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,3,Gracheva V.,Kasatkina D.,97,8,630,3500,6,1,6,1,,,2,0,Completed,6,1.13,7.09,1.13,7.1,1.15,6.46,1.12
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,3,Liu C.,Brengle M.,62,72,912,831,6,3,6,4,,,2,0,Completed,1.62,2.3,1.67,2.32,1.68,2.5,1.63,2.29
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,1st Round,3,Parrizas Diaz N.,Haddad Maia B.,75,14,790,2255,7,6,6,2,,,2,0,Completed,4.5,1.2,4.89,1.21,4.95,1.22,4.58,1.2
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Bucsa C.,Andreescu B.,100,43,611,1121,2,6,7,6,6,4,2,1,Completed,5,1.17,6.17,1.15,6.17,1.2,5.29,1.16
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Ostapenko J.,Bondar A.,17,81,2040,756,7,6,5,7,6,0,2,1,Completed,1.2,4.5,1.2,4.98,1.24,5,1.2,4.62
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Sakkari M.,Shnaider D.,6,106,3921,593,3,6,7,5,6,3,2,1,Completed,1.17,5,1.17,5.53,1.23,5.53,1.18,4.94
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Swiatek I.,Osorio M.,1,84,11025,744,6,2,6,3,,,2,0,Completed,1.04,13,1.04,17.5,1.05,17.5,1.03,12.47
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Zhu L.,Teichmann J.,87,33,724,1429,6,2,6,2,,,2,0,Completed,2.75,1.44,3,1.43,3.01,1.46,2.86,1.43
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Pegula J.,Sasnovich A.,3,38,5000,1231,6,2,7,6,,,2,0,Completed,1.14,5.5,1.15,6.1,1.17,6.4,1.14,5.64
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Kalinina A.,Kvitova P.,39,15,1227,2221,7,5,6,4,,,2,0,Completed,2.5,1.53,2.45,1.6,2.62,1.63,2.42,1.57
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Krejcikova B.,Burel C.,23,130,1600,499,6,4,6,1,,,2,0,Completed,1.17,5,1.16,5.76,1.22,5.76,1.17,5.19
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Keys M.,Wang Xin.,13,79,2318,768,6,3,6,2,,,2,0,Completed,1.17,5,1.18,5.48,1.2,5.48,1.18,4.94
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Baindl K.,Mcnally C.,95,94,638,661,6,1,7,6,,,2,0,Completed,2.5,1.53,2.75,1.49,2.9,1.55,2.6,1.5
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Gauff C.,Raducanu E.,7,77,3762,784,6,3,7,6,,,2,0,Completed,1.29,3.75,1.28,3.97,1.34,3.97,1.29,3.64
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Rybakina E.,Juvan K.,25,104,1585,603,6,2,6,1,,,2,0,Completed,1.17,5,1.18,5.36,1.2,5.5,1.17,5.01
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Kostyuk M.,Gadecki O.,61,199,915,326,6,2,6,1,,,2,0,Completed,1.14,5.5,1.16,6.03,1.17,6.5,1.14,5.79
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Pera B.,Zheng Q.,41,28,1145,1534,6,4,6,4,,,2,0,Completed,3.5,1.3,3.67,1.32,3.67,1.36,3.44,1.32
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Collins D.,Muchova K.,11,133,2388,476,6,7,6,2,7,6,2,1,Completed,1.57,2.38,1.63,2.39,1.65,2.45,1.59,2.36
5,Melbourne,Australian Open,1/18/23,Grand Slam,Outdoor,Hard,2nd Round,3,Azarenka V.,Podoroska N.,24,191,1598,335,6,1,6,0,,,2,0,Completed,1.1,7,1.09,8.58,1.12,8.58,1.1,7.46
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Volynets K.,Kudermetova V.,113,9,556,2800,6,4,2,6,6,2,2,1,Completed,9,1.07,9.01,1.09,10.09,1.11,8.11,1.08
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Alexandrova E.,Townsend T.,18,135,1910,471,1,6,6,2,6,3,2,1,Completed,1.4,3,1.44,3,1.46,3.15,1.39,3
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Sabalenka A.,Rogers S.,5,51,4340,1002,6,3,6,1,,,2,0,Completed,1.17,5,1.21,4.95,1.25,5.05,1.2,4.65
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Mertens E.,Davis L.,32,57,1449,954,6,4,6,3,,,2,0,Completed,1.73,2.1,1.74,2.21,1.84,2.25,1.71,2.15
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Linette M.,Kontaveit A.,45,19,1060,1909,3,6,6,3,6,4,2,1,Completed,2.5,1.53,2.35,1.66,2.65,1.66,2.45,1.56
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Siegemund L.,Begu I.,158,30,397,1472,5,7,7,5,6,3,2,1,Completed,3.2,1.36,3.23,1.39,3.35,1.4,3.12,1.37
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Giorgi C.,Schmiedlova A.,70,105,836,603,6,4,6,3,,,2,0,Completed,1.44,2.75,1.43,3.05,1.46,3.05,1.42,2.89
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Vekic D.,Samsonova L.,64,20,906,1905,6,3,6,0,,,2,0,Completed,,,2.98,1.44,3.06,1.44,2.92,1.41
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Putintseva Y.,31,47,1450,1054,6,0,7,5,,,2,0,Completed,1.4,3,1.45,2.94,1.48,3,1.43,2.83
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Fruhvirtova L.,Birrell K.,82,167,746,374,6,3,6,2,,,2,0,Completed,1.4,3,1.41,3.14,1.47,3.25,1.4,2.97
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Parrizas Diaz N.,Potapova A.,75,44,790,1079,6,3,6,2,,,2,0,Completed,2.5,1.53,2.57,1.56,2.7,1.56,2.54,1.52
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Zhang S.,Martic P.,22,37,1600,1237,6,3,6,3,,,2,0,Completed,2.1,1.73,2.18,1.75,2.18,1.86,2.1,1.75
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Garcia C.,Fernandez L.A.,4,40,4415,1198,7,6,7,5,,,2,0,Completed,1.44,2.75,1.49,2.8,1.53,2.92,1.47,2.68
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Gracheva V.,Stefanini L.,97,141,630,447,6,3,6,1,,,2,0,Completed,1.5,2.63,1.56,2.56,1.67,2.7,1.52,2.54
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Bencic B.,Liu C.,10,62,2735,912,7,6,6,3,,,2,0,Completed,1.07,9,1.09,9,1.11,9,1.08,8.06
5,Melbourne,Australian Open,1/19/23,Grand Slam,Outdoor,Hard,2nd Round,3,Vondrousova M.,Jabeur O.,86,2,732,5140,6,1,5,7,6,1,2,1,Completed,2.1,1.73,2.12,1.79,2.16,1.83,2.08,1.76
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,3,Krejcikova B.,Kalinina A.,23,39,1600,1227,6,2,6,3,,,2,0,Completed,1.67,2.2,1.72,2.25,1.72,2.3,1.67,2.22
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,3,Rybakina E.,Collins D.,25,11,1585,2388,6,2,5,7,6,2,2,1,Completed,1.67,2.2,1.65,2.38,1.73,2.46,1.64,2.27
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,3,Pegula J.,Kostyuk M.,3,61,5000,915,6,0,6,2,,,2,0,Completed,1.29,3.75,1.27,4.27,1.34,4.27,1.29,3.65
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,3,Gauff C.,Pera B.,7,41,3762,1145,6,3,6,2,,,2,0,Completed,1.14,5.5,1.18,5.76,1.22,5.76,1.17,5.25
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,3,Ostapenko J.,Baindl K.,17,95,2040,638,6,3,6,0,,,2,0,Completed,1.4,3,1.45,3,1.45,3.15,1.39,3
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,3,Swiatek I.,Bucsa C.,1,100,11025,611,6,0,6,1,,,2,0,Completed,1.03,15,1.04,18.49,1.05,18.49,1.03,13.7
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,3,Azarenka V.,Keys M.,24,13,1598,2318,1,6,6,2,6,1,2,1,Completed,1.73,2.1,1.83,2.08,1.86,2.15,1.77,2.06
5,Melbourne,Australian Open,1/20/23,Grand Slam,Outdoor,Hard,3rd Round,3,Zhu L.,Sakkari M.,87,6,724,3921,7,6,1,6,6,4,2,1,Completed,5,1.17,5.38,1.2,6,1.2,5.14,1.17
5,Melbourne,Australian Open,1/21/23,Grand Slam,Outdoor,Hard,3rd Round,3,Pliskova Ka.,Gracheva V.,31,97,1450,630,6,4,6,2,,,2,0,Completed,1.29,3.75,1.29,4.03,1.3,4.25,1.27,3.79
5,Melbourne,Australian Open,1/21/23,Grand Slam,Outdoor,Hard,3rd Round,3,Vekic D.,Parrizas Diaz N.,64,75,906,790,6,2,6,2,,,2,0,Completed,1.4,3,1.37,3.36,1.42,3.4,1.39,3.04
5,Melbourne,Australian Open,1/21/23,Grand Slam,Outdoor,Hard,3rd Round,3,Bencic B.,Giorgi C.,10,70,2735,836,6,2,7,5,,,2,0,Completed,1.22,4.33,1.27,4.2,1.27,4.45,1.23,4.17
5,Melbourne,Australian Open,1/21/23,Grand Slam,Outdoor,Hard,3rd Round,3,Zhang S.,Volynets K.,22,113,1600,556,6,3,6,2,,,2,0,Completed,1.4,3,1.43,3.09,1.43,3.2,1.4,2.97
5,Melbourne,Australian Open,1/21/23,Grand Slam,Outdoor,Hard,3rd Round,3,Fruhvirtova L.,Vondrousova M.,82,86,746,732,7,5,2,6,6,3,2,1,Completed,3.2,1.36,3.75,1.32,3.75,1.38,3.39,1.33
5,Melbourne,Australian Open,1/21/23,Grand Slam,Outdoor,Hard,3rd Round,3,Sabalenka A.,Mertens E.,5,32,4340,1449,6,2,6,3,,,2,0,Completed,1.2,4.5,1.2,5.29,1.23,5.29,1.2,4.57
5,Melbourne,Australian Open,1/21/23,Grand Slam,Outdoor,Hard,3rd Round,3,Garcia C.,Siegemund L.,4,158,4415,397,1,6,6,3,6,3,2,1,Completed,1.1,7,1.08,10.42,1.13,10.42,1.1,7.22
5,Melbourne,Australian Open,1/21/23,Grand Slam,Outdoor,Hard,3rd Round,3,Linette M.,Alexandrova E.,45,18,1060,1910,6,3,6,4,,,2,0,Completed,2.3,1.62,2.33,1.68,2.4,1.73,2.23,1.66
